FORMNummer;KLE nummer
47.35.10.35;14.07.00
47.35.10.40;14.07.07
47.35.10.45;14.07.08
47.35.10.50;14.07.01
47.35.10.55;14.07.09
47.35.15;14.07.00
47.35.15.05;14.07.06
47.35.15.10;14.07.04
47.35.15.15;14.07.01
47.35.15.20;14.07.09
47.35.20;14.07.00
47.35.20.05;14.07.00
47.35.20.10;14.07.02
52;01
52.10;01.00.00
52.10.01;01.00.00
52.10.01.05;Ikke med i KLE
52.10.03;01.01.00
52.10.03.05;01.01.01
52.10.03.10;01.01.00
52.10.03.15;01.02.03
52.10.03.20;01.01.02
52.10.03.25;01.01.02
52.10.06;01.02.00
52.10.06.05;01.02.03
52.10.06.10;01.02.15
52.10.06.15;"01.02.05;01.02.27"
52.10.06.20;01.02.25
52.10.06.30;01.02.52
52.10.08;"01.03.00;01.07.00"
52.10.08.05;01.03.00
52.10.08.10;01.07.00
52.10.08.15;"01.03.00;01.03.02;01.03.03"
52.10.10;"01.02.32;01.05.18;05.26.00;13.03.24"
52.10.10.05;"05.26.00;05.26.05;05.26.10;05.26.15"
52.10.10.10;13.03.24
52.10.10.12;Ikke med i KLE
52.10.10.15;"01.02.32;01.02.36;01.02.40"
52.10.10.20;01.05.18
52.10.10.25;Ikke med i KLE
52.10.10.30;Ikke med i KLE
52.10.10.35;Ikke med i KLE
52.10.20;Ikke med i KLE
52.10.20.05;Ikke med i KLE
52.20;Ikke med i KLE
52.20.05;Ikke med i KLE
52.20.05.05;Ikke med i KLE
52.20.05.10;Ikke med i KLE
52.20.05.15;Ikke med i KLE
52.20.05.20;Ikke med i KLE
52.20.10;Ikke med i KLE
52.20.10.05;Ikke med i KLE
52.20.10.10;Ikke med i KLE
52.20.15;Ikke med i KLE
52.20.15.05;Ikke med i KLE
52.20.15.10;Ikke med i KLE
52.20.15.15;Ikke med i KLE
52.20.20;Ikke med i KLE
52.20.20.05;Ikke med i KLE
52.20.20.08;Ikke med i KLE
52.20.20.10;Ikke med i KLE
52.20.20.15;Ikke med i KLE
52.20.20.20;Ikke med i KLE
52.20.20.27;Ikke med i KLE
52.20.25;Ikke med i KLE
52.20.25.03;Ikke med i KLE
52.20.25.05;Ikke med i KLE
52.20.25.10;Ikke med i KLE
54;"02;03"
54.15;Ikke med i KLE
54.15.05;02.00.20
54.15.05.05;02.00.20
54.15.05.10;02.00.20
54.15.05.15;Ikke med i KLE
54.15.05.20;85.15.00
54.15.05.25;02.00.20
54.15.05.30;02.00.20
54.15.10;05.01.01
54.15.10.06;05.01.01
54.15.10.15;Ikke med i KLE
54.15.10.25;Ikke med i KLE
54.15.15;05.12.00
54.15.15.05;05.12.00
54.15.15.10;05.12.00
54.15.25;Ikke med i KLE
54.15.25.05;Ikke med i KLE
54.15.25.10;Ikke med i KLE
54.15.25.12;Ikke med i KLE
54.15.25.25;Ikke med i KLE
54.15.25.30;Ikke med i KLE
54.15.25.35;Ikke med i KLE
54.17;02
54.17.05;Ikke med i KLE
54.17.05.05;Ikke med i KLE
54.17.10;13.06.00
54.17.10.10;"13.06.00;13.06.01;13.06.02;13.06.03;13.06.04;13.06.05"
54.17.10.15;"13.06.00;13.06.01;13.06.02;13.06.03;13.06.04;13.06.05"
54.17.10.20;"13.06.00;13.06.01;13.06.02;13.06.03;13.06.04;13.06.05"
54.17.15;"02.00.00;02.01.00;02.02.00;02.03.00;02.04.00;02.05.00;02.08.00;02.25.00"
54.17.15.05;02.00.10
54.17.15.10;"02.01.00;02.01.01;02.01.02;02.01.03;02.01.06;02.02.00;02.02.01;02.02.02;02.02.04"
54.17.15.15;"02.03.00;02.03.15;02.03.16;02.03.17"
54.17.15.20;"02.04.00;02.04.01;02.04.02;02.04.03"
54.17.15.25;"02.05.00;02.05.01;02.05.02;02.05.03;02.05.04;02.05.05;02.05.06;02.05.07;02.05.08;02.05.09;02.05.10;02.05.11;02.05.12;02.05.13;02.05.14;02.05.15;02.05.16;02.05.17;02.05.18;02.25.00;02.25.01;02.25.05;02.25.06"
54.17.15.30;02.03.00
54.17.15.35;02.03.00
54.17.15.40;"02.08.00;02.08.10"
54.17.20;02.34.00
54.17.20.02;02.34.04
54.17.20.08;"02.34.02;14.12.15"
54.17.20.15;02.34.02
54.17.20.20;02.00.20
54.19;03
54.19.05;03.00.00
54.19.05.10;"03.00.05;03.00.07"
54.19.10;"03.00.00;03.02.00;03.10.00;03.30.00"
54.19.10.05;03.10.00
54.19.10.10;03.10.20
54.19.10.15;03.10.04
54.19.10.20;03.00.20
54.19.10.25;Ikke med i KLE
54.19.10.30;03.02.00
54.19.10.35;03.02.00
54.19.10.40;03.02.20
54.19.10.45;"03.10.00;03.10.24;03.11.00"
54.19.10.50;Ikke med i KLE
54.19.10.55;"03.30.00;03.30.05;03.30.10"
54.19.15;03.12.00
54.19.15.05;03.12.01
54.19.15.10;03.12.02
54.19.15.15;03.12.03
54.19.15.20;03.12.04
54.19.15.25;03.12.05
54.19.15.30;03.12.06
54.19.15.35;03.12.07
54.19.15.40;03.12.08
54.19.15.45;03.12.09
54.19.15.50;03.12.10
54.19.15.55;03.12.11
54.19.15.60;03.12.12
54.19.15.65;03.12.13
54.19.15.70;03.12.14
54.19.15.75;03.12.15
54.19.15.80;"03.12.17;03.12.18;03.12.20"
54.19.22;03.09.00
54.19.22.05;03.09.18
54.19.22.10;"03.09.01;03.09.04;03.09.05;03.09.06;03.09.07;03.09.08;03.09.29"
54.19.22.15;Ikke med i KLE
54.19.22.20;03.09.02
54.19.22.25;03.09.10
54.19.22.30;Ikke med i KLE
54.19.22.35;"03.09.03;03.09.13"
54.19.22.40;Ikke med i KLE
54.19.22.45;03.09.24
54.19.22.50;03.09.26
54.19.22.55;Ikke med i KLE
54.19.22.60;03.09.22
54.19.22.65;Ikke med i KLE
54.19.22.70;Ikke med i KLE
54.19.22.75;Ikke med i KLE
54.19.22.80;"03.09.10;03.09.15;03.09.44;03.09.52"
54.19.22.90;Ikke med i KLE
54.19.22.92;Ikke med i KLE
54.19.22.94;03.01.10
54.19.22.96;"03.09.40;03.09.60"
54.19.24;Ikke med i KLE
54.19.24.05;Ikke med i KLE
54.19.24.07;Ikke med i KLE
54.19.24.10;Ikke med i KLE
54.19.24.15;Ikke med i KLE
54.19.24.20;Ikke med i KLE
54.19.24.25;Ikke med i KLE
54.19.24.30;Ikke med i KLE
54.19.24.35;Ikke med i KLE
54.19.24.40;Ikke med i KLE
54.19.24.45;Ikke med i KLE
54.19.24.50;Ikke med i KLE
54.19.24.55;Ikke med i KLE
54.19.24.60;Ikke med i KLE
54.19.24.65;Ikke med i KLE
54.19.24.70;Ikke med i KLE
54.19.26;03.03.00
54.19.26.10;03.03.00
54.19.26.20;03.03.00
54.19.26.30;03.03.00
54.19.26.40;Ikke med i KLE
54.19.26.50;Ikke med i KLE
54.19.26.60;Ikke med i KLE
54.19.30;Ikke med i KLE
54.19.30.10;Ikke med i KLE
54.19.30.20;Ikke med i KLE
54.19.30.30;Ikke med i KLE
54.19.32;03.14.00
54.19.32.10;"03.14.00;03.14.02;03.14.04;03.14.06"
54.19.35;03.01.00
54.19.35.10;03.01.03
54.19.35.20;03.01.02
54.19.35.30;03.01.00
54.19.35.40;03.01.04
54.19.45;"01.07.04;01.12.00"
54.19.45.10;01.07.04
54.19.45.20;01.12.00
54.19.45.30;Ikke med i KLE
54.19.50;Ikke med i KLE
54.19.50.10;Ikke med i KLE
54.19.50.20;Ikke med i KLE
54.25;01.11.00
54.25.05;01.11.00
54.25.05.05;01.11.36
54.25.10;01.11.20
54.25.10.05;01.11.20
54.25.10.10;01.11.20
54.25.15;"01.11.22;01.11.24;01.11.26;01.11.27;01.11.30"
54.25.15.05;01.11.22
54.25.15.10;01.11.24
54.25.15.15;"01.11.26;01.11.27"
54.25.15.20;01.11.30
54.25.20;01.11.40
54.25.20.05;01.11.40
54.25.25;01.11.28
54.25.25.05;01.11.28
54.25.25.10;01.11.28
54.25.25.15;01.11.28
54.25.25.20;01.11.28
54.25.30;01.11.32
54.25.30.05;01.11.32
54.25.30.10;01.11.32
54.25.30.15;01.11.32
54.25.30.20;01.11.32
54.25.35;01.11.34
54.25.35.05;01.11.34
54.25.35.10;01.11.34
56;13
56.05;"13.01.00;13.03.00;13.04.00"
56.05.05;Ikke med i KLE
56.05.05.20;Ikke med i KLE
56.05.05.25;Ikke med i KLE
56.05.05.30;Ikke med i KLE
56.05.05.35;Ikke med i KLE
56.05.05.40;Ikke med i KLE
56.05.05.45;Ikke med i KLE
56.05.10;13.01.00
56.05.10.05;13.01.08
56.05.10.10;Ikke med i KLE
56.05.10.15;13.01.16
56.05.10.20;Ikke med i KLE
56.05.10.25;Ikke med i KLE
56.05.10.28;Ikke med i KLE
56.05.10.30;Ikke med i KLE
56.05.15;"13.03.00;13.03.18"
56.05.15.05;"13.03.00;13.03.01;13.30.00;13.30.05
"
56.05.15.10;"13.03.00;13.03.20"
56.05.15.15;13.03.00
56.05.15.18;13.03.00
56.05.15.20;13.03.00
56.05.15.30;13.03.30
56.05.15.35;13.03.30
56.05.20;"13.04.00;13.11.00"
56.05.20.05;Ikke med i KLE
56.05.20.10;Ikke med i KLE
56.05.20.15;Ikke med i KLE
56.05.20.20;Ikke med i KLE
56.05.20.22;Ikke med i KLE
56.05.20.25;Ikke med i KLE
56.05.20.30;Ikke med i KLE
56.10;13.02.00
56.10.02;13.02.00
56.10.02.05;13.02.08
56.10.02.10;Ikke med i KLE
56.10.05;13.02.00
56.10.05.05;13.02.01
56.10.05.10;13.02.02
56.10.05.15;13.02.03
56.10.05.20;13.02.03
56.10.05.22;13.02.03
56.10.05.25;13.02.03
56.10.05.27;Ikke med i KLE
58;"05;08"
58.03;05
58.03.05;Ikke med i KLE
58.03.05.05;Ikke med i KLE
58.03.05.10;Ikke med i KLE
58.03.05.15;Ikke med i KLE
58.05;"05.01.00;05.02.00"
58.05.05;"05.00.00;05.01.00;05.01.45;05.04.00;05.05.00;05.07.00"
58.05.05.02;"05.01.02;05.01.35;05.04.06;05.05.05"
58.05.05.04;"05.01.08;05.04.08;05.05.06"
58.05.05.05;"05.01.12;05.04.12;05.05.12"
58.05.05.10;"05.07.00;05.07.01;05.07.02"
58.05.05.15;05.01.10
58.05.05.20;05.01.25
58.05.05.30;"05.14.00;05.14.01;05.14.02;05.14.03;05.14.04;05.14.05;05.14.06;05.14.07;05.14.08;05.14.09;05.14.10;05.14.11;05.14.12;05.14.13;05.14.15;05.14.17;05.14.20;05.14.21"
58.05.05.35;05.13.01
58.05.05.45;"05.01.22;05.04.22"
58.05.05.50;05.23.04
58.05.07;05.09.00
58.05.07.10;"05.09.02;05.09.08;05.09.10"
58.05.07.20;05.09.04
58.05.07.30;"05.09.12;05.13.18"
58.05.10;05.02.00
58.05.10.05;05.02.01
58.05.10.10;"05.02.02;05.02.03"
58.05.10.15;"05.02.10;05.02.12;05.02.13;05.02.15;05.02.16"
58.05.10.20;05.02.00
58.05.10.25;05.02.04
58.05.15;05.03.00
58.05.15.05;"05.03.00;05.03.05;05.03.06"
58.05.15.10;"05.03.00;05.03.05;05.03.06"
58.05.15.15;"05.03.00;05.03.05;05.03.06"
58.05.20;05.13.10
58.05.20.05;05.13.10
58.10;05.01.25
58.10.05;05.01.25
58.10.05.05;05.01.25
58.10.05.11;05.01.25
58.10.05.12;05.01.25
58.10.05.14;05.01.25
58.10.05.15;Ikke med i KLE
58.10.05.20;Ikke med i KLE
58.10.05.30;14.00.08
58.10.10;Ikke med i KLE
58.10.10.05;Ikke med i KLE
58.10.10.10;Ikke med i KLE
58.10.10.15;Ikke med i KLE
58.15;"08.20.00;08.25.00"
58.15.05;Ikke med i KLE
58.15.05.05;Ikke med i KLE
58.15.10;"08.20.00;08.25.00"
58.15.10.10;"08.20.00;08.25.00;08.25.05;08.25.10;08.25.15;08.25.20;08.25.25;08.25.30;08.25.35"
58.15.10.20;08.20.25
58.15.10.30;08.20.05
58.20;08
58.20.05;Ikke med i KLE
58.20.05.05;Ikke med i KLE
58.20.05.10;Ikke med i KLE
58.20.05.15;08.05.00
58.20.05.20;Ikke med i KLE
58.20.05.35;08.13.05
58.20.10;"08.00.00;08.01.00;08.02.00;08.03.00;08.06.00;08.08.00;08.10.00;08.13.00"
58.20.10.05;08.00.05
58.20.10.10;08.01.00
58.20.10.15;"08.02.00;08.02.05;08.02.06;08.02.10"
58.20.10.20;"08.03.00;08.03.08;08.03.25;08.03.26;08.03.30;08.03.35;08.03.40;08.03.42"
58.20.10.25;08.13.00
58.20.10.30;"08.08.00;08.08.01;08.08.05;08.08.06;08.08.10;08.08.15"
58.20.10.35;08.10.00
58.20.10.40;08.06.00
59;13
59.02;Ikke med i KLE
59.02.05;Ikke med i KLE
59.02.05.05;Ikke med i KLE
59.05;"13.05.00;13.25.00"
59.05.05;13.05.00
59.05.05.05;13.05.10
59.05.05.07;13.05.12
59.05.05.20;13.05.16
59.05.10;"13.05.00;13.25.00"
59.05.10.05;88.00.00
59.05.10.10;"13.05.00;13.05.16"
59.05.10.14;13.05.14
59.05.10.16;13.05.14
59.05.10.17;13.05.26
59.05.10.18;13.05.24
59.05.10.20;13.05.24
59.05.10.25;13.05.18
59.05.10.30;13.05.22
59.05.10.35;Ikke med i KLE
59.05.10.40;Ikke med i KLE
59.05.10.45;Ikke med i KLE
59.05.10.50;13.05.20
59.05.10.55;13.25.00
59.05.15;Ikke med i KLE
59.05.15.05;Ikke med i KLE
59.05.15.10;Ikke med i KLE
59.10;Ikke med i KLE
59.10.05;Ikke med i KLE
59.10.05.05;Ikke med i KLE
59.10.05.10;Ikke med i KLE
59.10.05.15;Ikke med i KLE
59.10.05.20;Ikke med i KLE
59.10.05.25;Ikke med i KLE
59.10.05.30;Ikke med i KLE
59.10.05.35;Ikke med i KLE
59.10.10;Ikke med i KLE
59.10.10.05;Ikke med i KLE
59.10.10.10;"23.09.04;23.09.10"
59.10.10.15;Ikke med i KLE
59.10.10.20;Ikke med i KLE
59.10.10.25;05.13.15
59.10.10.27;Ikke med i KLE
59.10.10.30;Ikke med i KLE
59.10.10.33;Ikke med i KLE
59.10.10.35;"22.11.00;22.11.01;22.11.02;22.11.03;22.11.10;22.11.14;22.11.22;22.11.30;22.11.38"
59.10.10.37;Ikke med i KLE
59.10.10.40;Ikke med i KLE
59.10.10.45;Ikke med i KLE
59.10.10.50;Ikke med i KLE
59.15;Ikke med i KLE
59.15.05;Ikke med i KLE
59.15.05.05;Ikke med i KLE
59.15.10;Ikke med i KLE
59.15.10.05;Ikke med i KLE
59.15.10.10;Ikke med i KLE
59.15.10.15;Ikke med i KLE
59.15.10.18;Ikke med i KLE
59.15.10.22;Ikke med i KLE
59.15.10.25;Ikke med i KLE
59.15.10.30;Ikke med i KLE
59.20;Ikke med i KLE
59.20.05;Ikke med i KLE
59.20.05.10;Ikke med i KLE
59.20.05.20;Ikke med i KLE
59.20.08;Ikke med i KLE
59.20.08.10;Ikke med i KLE
59.20.08.20;Ikke med i KLE
59.20.08.30;Ikke med i KLE
59.20.08.40;Ikke med i KLE
59.20.10;Ikke med i KLE
59.20.10.02;Ikke med i KLE
59.20.10.07;08.20.15
59.20.10.09;Ikke med i KLE
59.20.10.11;Ikke med i KLE
59.20.10.13;Ikke med i KLE
59.20.10.16;Ikke med i KLE
59.20.10.20;Ikke med i KLE
59.20.10.25;Ikke med i KLE
59.20.20;Ikke med i KLE
59.20.20.05;Ikke med i KLE
59.20.20.10;Ikke med i KLE
59.20.20.15;Ikke med i KLE
59.20.20.20;Ikke med i KLE
59.20.20.25;Ikke med i KLE
59.20.20.30;Ikke med i KLE
59.20.20.35;Ikke med i KLE
59.25;Ikke med i KLE
59.25.05;Ikke med i KLE
59.25.05.05;Ikke med i KLE
59.25.05.10;Ikke med i KLE
59.25.05.15;Ikke med i KLE
59.25.05.20;Ikke med i KLE
59.25.05.25;Ikke med i KLE
59.25.05.30;Ikke med i KLE
59.25.10;Ikke med i KLE
59.25.10.05;Ikke med i KLE
59.25.10.10;Ikke med i KLE
59.25.10.12;Ikke med i KLE
59.25.10.13;Ikke med i KLE
59.25.10.15;"08.13.01;08.13.02
"
59.25.10.17;Ikke med i KLE
59.25.10.30;Ikke med i KLE
59.25.10.32;Ikke med i KLE
59.25.10.35;Ikke med i KLE
59.25.30;Ikke med i KLE
59.25.30.05;Ikke med i KLE
59.35;Ikke med i KLE
59.35.05;Ikke med i KLE
59.35.05.05;Ikke med i KLE
59.35.05.10;30.10.30
59.35.05.15;30.10.30
59.35.05.20;Ikke med i KLE
60;"81;87"
60.05;81.00.00
60.05.03;"81.03.00;81.36.00"
60.05.03.05;81.02.00
60.05.03.10;81.03.00
60.05.03.15;"81.15.00;81.22.00"
60.05.03.20;81.01.04
60.05.03.25;81.05.00
60.05.03.30;81.37.00
60.05.03.35;81.35.00
60.05.03.40;"81.36.00;81.36.01;81.36.05;81.36.10"
60.05.12;81.15.00
60.05.12.03;81.15.00
60.05.12.05;81.15.17
60.05.12.10;81.15.18
60.05.12.12;81.15.03
60.05.12.15;81.15.16
60.05.12.20;81.15.03
60.05.12.25;81.19.00
60.05.17;"81.27.00;81.28.00;81.30.00"
60.05.17.05;"81.27.00;81.27.01;81.27.02;81.27.05"
60.05.17.10;81.28.00
60.05.17.15;"81.30.00;81.30.01;81.30.02;81.30.03;81.30.04;81.30.05;81.30.06;81.30.11;81.30.15"
60.05.22;"81.04.00;81.39.00"
60.05.22.05;81.04.02
60.05.22.10;81.04.04
60.05.22.12;Ikke med i KLE
60.05.22.15;"81.39.00;81.39.10;81.39.15"
60.05.22.20;"81.39.00;81.39.10;81.39.15"
60.05.22.22;Ikke med i KLE
60.05.22.25;"81.06.00;81.06.01;81.06.02"
60.05.22.30;Ikke med i KLE
60.05.32;81.39.00
60.05.32.05;81.39.00
60.05.32.15;81.39.00
60.05.32.25;81.39.00
60.05.40;"81.38.00;87.00.00;87.01.00"
60.05.40.05;"87.00.00;87.00.05;87.00.10;87.01.00;87.01.01;87.01.02;87.01.03;87.15.00;87.20.00"
60.05.40.10;"81.38.00;81.38.01;81.38.02;81.38.03;81.38.04;81.38.05;81.38.06;81.38.07;81.38.08"
60.05.45;81.10.00
60.05.45.05;81.10.00
60.05.45.15;81.10.00
60.10;81.15.00
60.10.03;81.15.00
60.10.03.05;81.15.00
60.10.03.10;81.15.00
60.10.03.15;81.15.00
60.10.05;81.15.00
60.10.05.15;81.15.00
60.10.05.20;81.15.00
60.10.05.25;81.15.00
60.10.05.30;81.22.10
60.10.10;81.15.00
60.10.10.05;81.15.00
60.10.10.10;81.15.00
60.10.10.15;81.15.00
60.10.15;81.15.00
60.10.15.05;81.15.00
60.10.15.10;81.15.00
60.10.15.15;81.15.00
60.10.15.20;81.15.00
60.10.20;81.15.00
60.10.20.05;81.15.00
60.10.25;81.15.00
60.10.25.05;81.15.00
60.10.30;81.15.00
60.10.30.05;81.15.00
60.10.30.10;81.15.00
60.10.35;81.15.00
60.10.35.05;81.15.00
60.10.35.10;81.15.00
60.10.40;"81.23.00;81.27.00;81.29.00"
60.10.40.05;81.23.01
60.10.40.10;81.27.01
60.10.40.15;81.23.03
60.10.40.20;81.29.03
60.10.40.30;Ikke med i KLE
60.15;81.13.00
60.15.05;81.13.00
60.15.05.05;81.13.00
60.15.05.10;81.13.00
60.15.10;81.13.00
60.15.10.05;81.13.00
60.15.10.10;81.13.00
60.15.15;"81.13.00;81.14.01"
60.15.15.05;81.14.01
60.15.15.10;81.13.01
60.25;81.50.00
60.25.10;81.50.00
60.25.10.05;81.50.05
60.25.10.10;81.50.10
60.25.10.15;81.50.15
62;"82;88"
62.05;82.00.00
62.05.05;"82.06.00;88.04.00"
62.05.05.05;82.06.03
62.05.05.10;82.06.02
62.05.05.15;88.04.00
62.05.05.20;88.04.00
62.05.05.25;88.04.28
62.05.15;82.07.00
62.05.15.05;82.07.00
62.05.15.10;"82.07.00;82.12.00"
62.05.18;82.00.00
62.05.18.05;82.00.00
62.05.18.10;"82.16.00;82.16.01;82.16.02;82.16.05"
62.05.18.15;82.03.00
62.05.18.20;82.02.00
62.05.18.25;82.01.00
62.05.20;"82.04.00;82.08.00;82.10.00;82.25.00"
62.05.20.05;82.04.00
62.05.20.10;82.08.00
62.05.20.15;82.10.00
62.05.20.20;82.25.00
62.05.25;82.14.00
62.05.25.05;82.14.00
62.05.25.10;82.14.00
62.05.30;82.13.00
62.05.30.05;"82.13.00;82.13.05;82.13.10"
62.05.30.10;82.13.00
62.05.30.15;83.15.15
63;"83;86;88"
63.05;83.00.00
63.05.05;"83.01.00;83.11.00;83.12.00"
63.05.05.05;"83.11.05;83.12.05"
63.05.05.10;83.01.00
63.05.10;83.01.00
63.05.10.05;83.01.00
63.05.10.10;83.01.00
63.05.10.15;83.15.15
63.05.15;Ikke med i KLE
63.05.15.05;Ikke med i KLE
63.10;"83.00.00;83.15.00"
63.10.05;"83.00.00;88.12.00"
63.10.05.05;"83.00.00;88.12.00"
63.10.10;"83.15.00;88.12.00"
63.10.10.05;"83.15.00;88.12.00"
65;00
65.40;"00.13.00;00.13.04"
65.40.05;"00.13.00;00.13.04"
65.40.05.15;00.13.08
65.40.05.20;00.13.02
65.40.05.25;00.13.10
65.40.10;85.02.01
65.40.10.05;85.02.01
65.40.10.10;85.02.01
65.50;85.08.00
65.50.05;"85.00.00;85.08.00"
65.50.05.05;"85.00.00;85.02.01;85.02.02;85.02.08;85.02.10;85.02.15"
65.50.05.10;"85.08.00;85.08.02;85.08.05;85.08.10;85.08.15;85.08.20"
65.50.10;85.02.00
65.50.10.05;85.02.00
65.50.10.10;85.02.00
67;00
67.50;"00.30.00;00.32.00;00.34.00;00.36.00"
67.50.07;"00.30.00;00.30.12"
67.50.07.05;00.30.04
67.50.07.10;"00.30.02;00.30.10"
67.50.07.15;00.30.10
67.50.07.25;00.30.08
67.50.07.27;00.30.10
67.50.07.30;00.30.10
67.50.07.35;00.30.00
67.50.10;00.32.00
67.50.10.05;00.32.00
67.50.10.10;00.32.00
67.50.10.20;00.32.00
67.50.10.25;00.32.02
67.50.10.30;00.32.00
67.50.10.40;00.32.00
67.50.15;00.30.00
67.50.15.05;00.30.14
67.50.15.10;"00.30.00;00.32.00"
67.50.15.15;"00.30.00;00.32.00"
67.50.15.20;Ikke med i KLE
67.50.18;00.32.00
67.50.18.10;00.32.00
67.50.18.20;00.32.00
67.50.24;00.32.00
67.50.24.05;00.32.00
67.50.24.10;00.32.00
67.50.24.15;00.32.00
67.50.25;"00.32.00;00.32.13"
67.50.25.05;00.32.10
67.50.25.10;00.32.12
67.50.25.15;00.32.00
67.50.25.20;00.32.04
67.50.25.25;00.32.00
67.50.35;00.32.00
67.50.35.05;00.32.00
67.50.40;00.15.15
67.50.40.05;00.15.15
67.50.40.10;00.15.15
67.50.45;00.32.00
67.50.45.05;00.32.18
67.50.45.10;00.32.14
67.50.45.15;Ikke med i KLE
67.50.50;00.34.00
67.50.50.05;"00.30.06;00.34.00;00.34.05"
67.50.50.15;00.34.00
67.50.52;00.36.00
67.50.52.05;00.36.00
67.50.56;88.00.00
67.50.56.02;"88.12.12;88.16.00;88.16.04;88.16.08;88.16.12"
67.50.56.15;"85.11.04;85.11.06"
68;85
68.55;"85.11.00;85.15.00"
68.55.05;85.11.00
68.55.05.05;85.11.08
68.55.05.10;85.11.08
68.55.05.15;85.11.08
68.55.05.17;85.11.06
68.55.05.20;85.11.04
68.55.05.25;85.11.08
68.55.10;"85.11.00;85.15.00"
68.55.10.05;85.15.03
68.55.10.10;85.11.02
68.55.10.15;85.11.08
68.55.10.25;85.11.02
68.55.15;85.11.00
68.55.15.02;85.11.00
68.55.15.05;85.11.20
68.55.15.10;85.11.00
68.55.15.15;85.11.00
68.55.20;85.15.00
68.55.20.10;85.15.03
68.55.20.15;85.15.02
68.55.20.20;85.15.02
68.55.20.25;85.15.02
